load,pv
770.853065,141.9181779
1.145278183,353.1947063
429.1985707,396.9747531
686.3250367,598.2201884
575.8548664,180.9169067
615.1346372,128.1396084
380.9330034,440.1320852
643.2519974,105.3027697
547.0964975,597.1364873
382.2061584,10.51335959
309.0408316,244.9048548
315.2296612,367.5189188
678.709269,339.6066495
593.1671745,23.1094984
387.6445334,7.1463077
867.0735168,344.5860277
529.8331308,247.3404813
618.6686408,55.52575433
746.2410654,312.4239654
785.7909616,272.5190256
214.3070883,310.0176437
934.3945804,216.9480354
198.1679643,579.5563805
244.3023508,288.3003715
488.1120285,360.1285039
956.0064456,550.7550734
146.9146908,571.8628773
223.541899,323.0605061
723.1537672,341.8218084
865.8942135,206.2269298
55.99840015,63.03587874
23.46568649,498.0054544
620.1084944,316.3700512
967.7873458,37.23637643
941.7238237,521.7878595
663.5458861,134.232869
753.8409137,289.9613968
330.0986332,23.05313417
259.7647813,368.010277
645.37987,96.24453553
685.2706435,507.7978695
497.9410099,276.4705053
17.16997045,400.3466644
111.8598087,303.1791825
128.8480037,430.6810161
491.869912,195.699147
129.0441526,311.1217015
728.8738678,282.0156367
892.7538273,319.9402831
747.2941308,539.6469566
950.9924963,147.477414
376.2380366,98.83462851
724.0829737,257.8147937
413.9959146,556.3355154
26.74387913,109.9030473
486.1730339,412.4338113
179.4076525,556.8348419
300.96459,71.84665924
373.7081429,71.76796546
307.7314895,588.5556949
734.8393374,48.4930517
65.00121241,508.6844412
617.9799972,0.09958777
762.4387765,27.57859996
271.985291,521.8695367
248.717407,169.2386808
166.9878101,598.4614122
727.5160429,285.4047587
680.7376051,14.64636259
192.3145461,381.3197769
891.7253463,440.0598506
137.5874113,31.76043801
742.736798,428.8309467
19.13128595,109.4294214
788.406599,449.619005
400.9210267,351.5418671
777.1496709,490.7470989
425.8723569,17.14578428
719.7574838,593.5181102
554.9379296,260.2046941
425.2095649,361.7078576
781.3384859,117.8188964
516.9289738,321.8389097
723.0700268,77.87515517
169.9829889,351.3790456
301.7529942,178.6478575
903.1728252,67.74800381
814.7150885,366.0738538
55.04071502,256.8028381
83.03891058,56.65369834
563.4692319,579.7507281
231.5188944,238.686668
640.7214724,266.5188821
887.7909341,171.8226833
618.8643377,185.9739044
474.6721113,16.57260212
281.9839641,467.9462199
351.262059,390.4390764
293.6053032,149.1935641
799.4019365,145.6246595
852.3834201,381.5719271
683.4046111,408.2791981
648.9062338,567.2120535
226.3040682,295.1491427
81.89572962,153.1100443
712.8648408,265.0255704
671.6884321,143.9105325
915.0387938,234.4915485
438.2244094,512.8027189
417.2396046,523.2452845
369.3258914,28.83645825
139.1798127,49.09222433
728.2086713,543.2998094
292.2658839,451.5874492
803.5564734,424.7263792
539.0904473,204.7242385
119.4892294,585.24304
880.7637454,520.202805
377.2236431,143.2326064
55.43047235,220.0213067
331.1095445,176.3390484
564.8360959,266.53974
249.4913529,278.9701667
585.2951974,541.0528072
271.6917872,260.7889433
595.5027691,132.194367
639.7987758,243.2509784
274.9029585,153.2533647
166.3092188,89.44800098
680.5801662,459.7386353
292.2996145,7.71669682
394.3953538,142.996061
601.0397481,36.56237696
969.6600505,189.160037
747.6735913,428.2562727
445.1288051,106.2823246
94.90301666,38.86667202
804.4662353,127.8060204
663.0705571,213.0621602
473.2730902,398.8781916
568.1324445,32.6905294
754.7667383,354.1369777
239.9380385,249.5296082
533.5281645,354.6063336
848.6310881,498.4512802
63.48506175,77.87332332
285.9936398,35.88573745
805.2498127,309.2978299
827.3612518,516.6043017
381.7907705,58.9324949
889.0829693,255.8369368
510.4635815,380.4386988
342.2109012,511.3002118
